,time,application,angry,disgust,fear,happy,sad,surprise
2889,2022_07_23_19_14_10,Code,0.12,0.0,0.06,0.0,0.78,0.03
2890,2022_07_23_19_14_10,Code,0.11,0.0,0.08,0.0,0.79,0.03
2891,2022_07_23_19_14_11,Code,0.07,0.0,0.05,0.0,0.86,0.02
2892,2022_07_23_19_14_11,Code,0.3,0.0,0.09,0.0,0.56,0.04
2893,2022_07_23_19_14_12,Code,0.28,0.0,0.14,0.02,0.51,0.05
2894,2022_07_23_19_14_12,Code,0.27,0.0,0.04,0.04,0.65,0.0
2895,2022_07_23_19_14_12,Code,0.33,0.0,0.11,0.06,0.5,0.0
2896,2022_07_23_19_14_13,Code,0.18,0.0,0.09,0.0,0.73,0.0
2897,2022_07_23_19_14_14,Code,0.2,0.0,0.15,0.02,0.45,0.18
2898,2022_07_23_19_14_14,Code,0.2,0.0,0.16,0.05,0.56,0.03
2899,2022_07_23_19_14_15,Code,0.09,0.0,0.04,0.0,0.87,0.0
2900,2022_07_23_19_14_15,Code,0.14,0.0,0.05,0.01,0.79,0.0
2901,2022_07_23_19_14_15,Code,0.28,0.0,0.17,0.07,0.43,0.04
2902,2022_07_23_19_14_16,Code,0.44,0.0,0.17,0.03,0.36,0.0
2903,2022_07_23_19_14_17,Code,0.28,0.0,0.06,0.03,0.61,0.0
2904,2022_07_23_19_14_17,Code,0.18,0.0,0.07,0.23,0.48,0.04
2905,2022_07_23_19_14_17,Code,0.31,0.0,0.14,0.01,0.5,0.04
2906,2022_07_23_19_14_18,Code,0.41,0.0,0.05,0.04,0.31,0.19
2907,2022_07_23_19_14_18,Code,0.13,0.0,0.14,0.01,0.67,0.05
2908,2022_07_23_19_14_19,Code,0.28,0.0,0.1,0.01,0.59,0.01
2909,2022_07_23_19_14_19,Code,0.36,0.0,0.14,0.02,0.44,0.04
2910,2022_07_23_19_14_20,Code,0.32,0.0,0.13,0.02,0.52,0.01
2911,2022_07_23_19_14_20,Code,0.4,0.0,0.11,0.0,0.48,0.02
2912,2022_07_23_19_14_21,Code,0.4,0.0,0.09,0.0,0.49,0.01
2913,2022_07_23_19_14_21,Code,0.27,0.0,0.13,0.02,0.56,0.03
2914,2022_07_23_19_14_22,Code,0.44,0.0,0.09,0.07,0.38,0.02
2915,2022_07_23_19_14_22,Code,0.22,0.0,0.05,0.0,0.7,0.02
2916,2022_07_23_19_14_23,Code,0.21,0.0,0.06,0.02,0.69,0.02
2917,2022_07_23_19_14_23,Code,0.05,0.0,0.0,0.91,0.02,0.02
2918,2022_07_23_19_14_23,Code,0.09,0.0,0.12,0.02,0.63,0.14
2919,2022_07_23_19_14_24,Code,0.17,0.0,0.01,0.01,0.8,0.0
2920,2022_07_23_19_14_24,Code,0.12,0.0,0.02,0.01,0.83,0.01
2921,2022_07_23_19_14_25,Code,0.12,0.0,0.01,0.0,0.87,0.0
2922,2022_07_23_19_14_25,Code,0.16,0.0,0.04,0.01,0.77,0.01
2923,2022_07_23_19_14_26,Code,0.19,0.0,0.04,0.01,0.73,0.01
2924,2022_07_23_19_14_26,Code,0.2,0.0,0.1,0.0,0.65,0.05
2925,2022_07_23_19_14_27,Code,0.19,0.0,0.04,0.0,0.76,0.0
2926,2022_07_23_19_14_27,Code,0.24,0.0,0.15,0.1,0.43,0.09
2927,2022_07_23_19_14_27,Code,0.23,0.0,0.11,0.09,0.5,0.07
2928,2022_07_23_19_14_28,Code,0.22,0.0,0.11,0.0,0.61,0.06
2929,2022_07_23_19_14_28,Code,0.04,0.0,0.2,0.04,0.68,0.04
2930,2022_07_23_19_14_29,Code,0.03,0.0,0.1,0.26,0.59,0.01
2931,2022_07_23_19_14_29,Code,0.12,0.0,0.08,0.0,0.78,0.02
2932,2022_07_23_19_14_30,Code,0.23,0.0,0.07,0.0,0.69,0.01
2933,2022_07_23_19_14_30,Code,0.09,0.0,0.43,0.03,0.35,0.1
2934,2022_07_23_19_14_31,Code,0.28,0.0,0.06,0.0,0.65,0.0
2935,2022_07_23_19_14_31,Code,0.15,0.0,0.06,0.0,0.78,0.01
2936,2022_07_23_19_14_32,Code,0.12,0.0,0.08,0.0,0.79,0.0
2937,2022_07_23_19_14_32,Code,0.07,0.0,0.07,0.0,0.81,0.05
2938,2022_07_23_19_14_33,Code,0.24,0.0,0.08,0.0,0.67,0.01
2939,2022_07_23_19_14_33,Code,0.09,0.0,0.2,0.04,0.67,0.0
2940,2022_07_23_19_14_34,Code,0.11,0.0,0.11,0.05,0.68,0.05
2941,2022_07_23_19_14_34,Code,0.13,0.0,0.2,0.03,0.56,0.07
2942,2022_07_23_19_14_34,Code,0.12,0.0,0.06,0.12,0.62,0.06
2943,2022_07_23_19_14_35,Code,0.23,0.0,0.18,0.09,0.45,0.05
2944,2022_07_23_19_14_35,Code,0.12,0.0,0.16,0.0,0.69,0.03
2945,2022_07_23_19_14_36,Code,0.34,0.0,0.13,0.01,0.38,0.13
2946,2022_07_23_19_14_36,Code,0.13,0.0,0.13,0.04,0.65,0.04
2947,2022_07_23_19_14_37,Code,0.1,0.0,0.1,0.1,0.7,0.0
2948,2022_07_23_19_14_37,Code,0.05,0.0,0.19,0.0,0.38,0.38
2949,2022_07_23_19_14_37,Code,0.24,0.0,0.06,0.04,0.55,0.11
2950,2022_07_23_19_14_38,Code,0.13,0.0,0.25,0.06,0.56,0.0
2951,2022_07_23_19_14_38,Code,0.21,0.0,0.14,0.0,0.64,0.0
2952,2022_07_23_19_14_39,Code,0.18,0.0,0.18,0.09,0.45,0.09
2953,2022_07_23_19_14_39,Code,0.33,0.0,0.33,0.0,0.33,0.0
2954,2022_07_23_19_14_40,Code,0.28,0.0,0.14,0.0,0.56,0.0
2955,2022_07_23_19_14_40,Code,0.2,0.0,0.2,0.0,0.53,0.07
2956,2022_07_23_19_14_41,Code,0.19,0.0,0.19,0.05,0.56,0.0
2957,2022_07_23_19_14_41,Code,0.22,0.0,0.11,0.11,0.56,0.0
2958,2022_07_23_19_14_42,Code,0.08,0.0,0.17,0.08,0.67,0.0
2959,2022_07_23_19_14_42,Code,0.2,0.0,0.16,0.02,0.4,0.21
2960,2022_07_23_19_14_47,Code,0.44,0.0,0.1,0.05,0.4,0.01
2961,2022_07_23_19_14_47,Code,0.14,0.0,0.12,0.05,0.45,0.24
2962,2022_07_23_19_14_48,Code,0.1,0.0,0.16,0.03,0.57,0.13
2963,2022_07_23_19_14_48,Code,0.16,0.0,0.2,0.04,0.56,0.04
2964,2022_07_23_19_14_48,Code,0.11,0.0,0.17,0.09,0.51,0.11
2965,2022_07_23_19_14_49,Code,0.14,0.0,0.11,0.08,0.59,0.08
2966,2022_07_23_19_14_49,Code,0.08,0.0,0.11,0.05,0.69,0.07
2967,2022_07_23_19_14_50,Code,0.21,0.0,0.14,0.02,0.51,0.11
2968,2022_07_23_19_14_50,Code,0.27,0.0,0.13,0.04,0.51,0.06
2969,2022_07_23_19_14_51,Code,0.17,0.0,0.07,0.02,0.67,0.07
2970,2022_07_23_19_14_51,Code,0.26,0.0,0.15,0.04,0.52,0.04
2971,2022_07_23_19_14_51,Code,0.25,0.0,0.06,0.0,0.69,0.0
2972,2022_07_23_19_14_52,Code,0.31,0.0,0.15,0.04,0.38,0.12
2973,2022_07_23_19_14_52,Code,0.22,0.0,0.16,0.07,0.53,0.02
2974,2022_07_23_19_14_53,Code,0.27,0.0,0.07,0.01,0.64,0.01
2975,2022_07_23_19_14_54,Code,0.31,0.0,0.08,0.05,0.55,0.01
2976,2022_07_23_19_14_55,Code,0.35,0.0,0.22,0.07,0.35,0.01
2977,2022_07_23_19_14_55,Code,0.37,0.0,0.1,0.03,0.49,0.02
2978,2022_07_23_19_14_56,Code,0.34,0.0,0.12,0.01,0.52,0.0
2979,2022_07_23_19_14_56,Code,0.36,0.0,0.09,0.03,0.41,0.1
2980,2022_07_23_19_14_57,Code,0.2,0.0,0.05,0.06,0.68,0.0
2981,2022_07_23_19_14_57,Code,0.08,0.0,0.14,0.02,0.61,0.14
2982,2022_07_23_19_14_57,Code,0.19,0.0,0.04,0.02,0.75,0.0
2983,2022_07_23_19_14_58,Code,0.14,0.0,0.09,0.01,0.66,0.1
2984,2022_07_23_19_14_58,Code,0.18,0.0,0.19,0.16,0.41,0.06
2985,2022_07_23_19_14_59,Code,0.36,0.0,0.03,0.01,0.6,0.0
2986,2022_07_23_19_14_59,Code,0.24,0.0,0.19,0.03,0.46,0.08
2987,2022_07_23_19_14_59,Code,0.23,0.0,0.15,0.02,0.55,0.05
2988,2022_07_23_19_15_00,Code,0.3,0.0,0.12,0.01,0.55,0.01
2989,2022_07_23_19_15_01,Code,0.32,0.0,0.13,0.0,0.53,0.01
2990,2022_07_23_19_15_01,Code,0.39,0.0,0.08,0.01,0.51,0.01
2991,2022_07_23_19_15_02,Code,0.28,0.0,0.13,0.01,0.54,0.04
2992,2022_07_23_19_15_02,Code,0.26,0.0,0.12,0.01,0.59,0.02
2993,2022_07_23_19_15_03,Code,0.24,0.0,0.14,0.01,0.54,0.07
2994,2022_07_23_19_15_03,Code,0.34,0.0,0.13,0.26,0.26,0.01
2995,2022_07_23_19_15_04,Code,0.16,0.0,0.02,0.0,0.82,0.0
2996,2022_07_23_19_15_04,Code,0.4,0.0,0.13,0.05,0.27,0.15
2997,2022_07_23_19_15_05,Code,0.21,0.0,0.02,0.01,0.75,0.0
2998,2022_07_23_19_15_05,Code,0.19,0.0,0.01,0.03,0.76,0.0
2999,2022_07_23_19_15_05,Code,0.2,0.0,0.02,0.02,0.76,0.0
3000,2022_07_23_19_15_06,Code,0.28,0.0,0.11,0.03,0.39,0.17
3001,2022_07_23_19_15_06,Code,0.46,0.0,0.06,0.0,0.48,0.0
3002,2022_07_23_19_15_07,Code,0.28,0.0,0.1,0.01,0.55,0.04
3003,2022_07_23_19_15_07,Code,0.26,0.0,0.12,0.01,0.56,0.04
3004,2022_07_23_19_15_07,Code,0.47,0.0,0.15,0.03,0.32,0.03
3005,2022_07_23_19_15_08,Code,0.44,0.0,0.08,0.2,0.28,0.0
3006,2022_07_23_19_15_08,Code,0.23,0.0,0.12,0.0,0.64,0.01
3007,2022_07_23_19_15_09,Code,0.22,0.0,0.04,0.0,0.74,0.0
3008,2022_07_23_19_15_09,Code,0.11,0.0,0.03,0.03,0.82,0.02
3009,2022_07_23_19_15_10,Code,0.15,0.0,0.04,0.0,0.78,0.04
3010,2022_07_23_19_15_10,Code,0.48,0.0,0.11,0.1,0.31,0.0
3011,2022_07_23_19_15_10,Code,0.15,0.0,0.08,0.01,0.72,0.03
3012,2022_07_23_19_15_11,Code,0.23,0.0,0.08,0.0,0.65,0.04
3013,2022_07_23_19_15_11,Code,0.33,0.0,0.15,0.01,0.48,0.03
3014,2022_07_23_19_15_12,Code,0.13,0.0,0.07,0.0,0.73,0.07
3015,2022_07_23_19_15_12,Code,0.24,0.0,0.16,0.01,0.53,0.05
3016,2022_07_23_19_15_13,Code,0.11,0.0,0.02,0.01,0.86,0.0
3017,2022_07_23_19_15_13,Code,0.4,0.0,0.12,0.02,0.38,0.07
3018,2022_07_23_19_15_13,Code,0.26,0.0,0.1,0.01,0.62,0.01
3019,2022_07_23_19_15_14,Code,0.23,0.0,0.08,0.01,0.65,0.03
3020,2022_07_23_19_15_14,Code,0.24,0.0,0.11,0.01,0.62,0.03
3021,2022_07_23_19_15_15,Code,0.1,0.0,0.03,0.01,0.86,0.0
3022,2022_07_23_19_15_15,Code,0.16,0.0,0.07,0.25,0.49,0.02
3023,2022_07_23_19_15_16,Code,0.13,0.0,0.09,0.27,0.48,0.04
3024,2022_07_23_19_15_16,Code,0.08,0.0,0.06,0.51,0.36,0.0
3025,2022_07_23_19_15_17,Microsoft Edge,0.06,0.0,0.06,0.44,0.4,0.04
3026,2022_07_23_19_15_17,Microsoft Edge,0.06,0.0,0.11,0.39,0.39,0.06
3027,2022_07_23_19_15_19,Microsoft Edge,0.22,0.0,0.17,0.06,0.56,0.0
3028,2022_07_23_19_15_19,Microsoft Edge,0.1,0.0,0.2,0.0,0.7,0.0
3029,2022_07_23_19_15_20,Microsoft Edge,0.14,0.0,0.07,0.07,0.71,0.0
3030,2022_07_23_19_15_20,Microsoft Edge,0.2,0.0,0.2,0.0,0.6,0.0
3031,2022_07_23_19_15_21,Microsoft Edge,0.22,0.0,0.22,0.0,0.44,0.11
3032,2022_07_23_19_15_21,Microsoft Edge,0.37,0.0,0.12,0.0,0.44,0.06
3033,2022_07_23_19_15_22,Microsoft Edge,0.17,0.0,0.17,0.17,0.33,0.17
3034,2022_07_23_19_15_22,Microsoft Edge,0.21,0.0,0.16,0.0,0.57,0.05
3035,2022_07_23_19_15_22,Microsoft Edge,0.23,0.0,0.23,0.0,0.46,0.08
3036,2022_07_23_19_15_23,Microsoft Edge,0.13,0.0,0.13,0.0,0.74,0.0
3037,2022_07_23_19_17_55,Terminal,0.11,0.0,0.17,0.06,0.67,0.0
3038,2022_07_23_19_17_55,Terminal,0.34,0.0,0.04,0.02,0.6,0.0
3039,2022_07_23_19_17_56,Terminal,0.08,0.0,0.08,0.0,0.79,0.04
3040,2022_07_23_19_17_56,Code,0.11,0.0,0.16,0.0,0.74,0.0
3041,2022_07_23_19_17_57,Code,0.09,0.0,0.11,0.0,0.78,0.02
3042,2022_07_23_19_17_57,Code,0.07,0.0,0.13,0.07,0.67,0.07
3043,2022_07_23_19_17_58,Code,0.15,0.0,0.07,0.0,0.78,0.0
3044,2022_07_23_19_17_59,Code,0.36,0.0,0.07,0.0,0.56,0.0
3045,2022_07_23_19_18_00,Code,0.07,0.0,0.14,0.03,0.76,0.0
3046,2022_07_23_19_18_00,Code,0.19,0.0,0.19,0.0,0.56,0.05
3047,2022_07_23_19_18_03,Code,0.37,0.01,0.25,0.02,0.26,0.07
3048,2022_07_23_19_18_04,Code,0.48,0.0,0.24,0.03,0.17,0.07
3049,2022_07_23_19_18_05,Code,0.22,0.0,0.13,0.0,0.52,0.13
3050,2022_07_23_19_18_05,Code,0.21,0.0,0.11,0.05,0.63,0.0
3051,2022_07_23_19_18_06,Code,0.19,0.0,0.05,0.0,0.76,0.0
3052,2022_07_23_19_18_06,Code,0.13,0.0,0.13,0.09,0.65,0.0
3053,2022_07_23_19_18_07,Code,0.09,0.0,0.09,0.0,0.83,0.0
3054,2022_07_23_19_18_07,Code,0.11,0.0,0.09,0.01,0.79,0.0
3055,2022_07_23_19_18_08,Code,0.19,0.0,0.1,0.0,0.71,0.0
3056,2022_07_23_19_18_08,Code,0.21,0.0,0.07,0.0,0.71,0.0
3057,2022_07_23_19_18_09,Code,0.17,0.0,0.08,0.0,0.75,0.0
3058,2022_07_23_19_18_09,Code,0.15,0.0,0.07,0.0,0.78,0.0
3059,2022_07_23_19_18_10,Code,0.19,0.0,0.06,0.0,0.75,0.0
3060,2022_07_23_19_18_11,Code,0.16,0.0,0.03,0.03,0.77,0.0
3061,2022_07_23_19_18_11,Terminal,0.11,0.0,0.11,0.0,0.78,0.0
3062,2022_07_23_19_18_12,Terminal,0.13,0.0,0.07,0.0,0.8,0.0
3063,2022_07_23_19_18_12,Terminal,0.18,0.0,0.04,0.0,0.79,0.0
3064,2022_07_23_19_18_13,Terminal,0.15,0.0,0.05,0.0,0.8,0.0
3065,2022_07_23_19_18_13,Electron,0.71,0.0,0.07,0.07,0.14,0.0
3066,2022_07_23_19_18_14,Electron,0.07,0.0,0.07,0.0,0.8,0.07
3067,2022_07_23_19_18_14,Electron,0.17,0.0,0.0,0.0,0.83,0.0
3068,2022_07_23_19_18_15,Electron,0.04,0.0,0.0,0.0,0.96,0.0
3069,2022_07_23_19_18_15,Electron,0.07,0.0,0.07,0.0,0.79,0.07
3070,2022_07_23_19_18_16,Electron,0.08,0.0,0.12,0.0,0.75,0.04
3071,2022_07_23_19_18_16,Electron,0.2,0.0,0.0,0.0,0.8,0.0
3072,2022_07_23_19_18_17,Electron,0.0,0.0,0.2,0.0,0.8,0.0
3073,2022_07_23_19_18_18,Electron,0.0,0.0,0.18,0.0,0.64,0.18
3074,2022_07_23_19_18_20,Electron,0.08,0.0,0.23,0.0,0.62,0.08
3075,2022_07_23_19_18_20,Electron,0.05,0.0,0.1,0.0,0.5,0.35
3076,2022_07_23_19_18_21,Electron,0.11,0.0,0.11,0.0,0.56,0.22
3077,2022_07_23_19_18_21,Electron,0.12,0.0,0.21,0.0,0.64,0.02
3078,2022_07_23_19_18_22,Electron,0.37,0.0,0.16,0.0,0.47,0.0
3079,2022_07_23_19_18_23,Electron,0.5,0.0,0.0,0.0,0.5,0.0
3080,2022_07_23_19_18_23,Electron,0.38,0.0,0.08,0.38,0.15,0.0
3081,2022_07_23_19_18_24,Electron,0.21,0.0,0.36,0.18,0.06,0.18
3082,2022_07_23_19_18_24,Electron,0.5,0.0,0.25,0.07,0.11,0.07
3083,2022_07_23_19_18_25,Electron,0.22,0.0,0.16,0.0,0.61,0.0
3084,2022_07_23_19_18_25,Electron,0.49,0.0,0.24,0.0,0.24,0.02
3085,2022_07_23_19_18_26,Electron,0.25,0.0,0.25,0.08,0.33,0.08
3086,2022_07_23_19_18_26,Electron,0.09,0.0,0.09,0.0,0.82,0.0
3087,2022_07_23_19_18_27,Electron,0.2,0.0,0.13,0.0,0.67,0.0
3088,2022_07_23_19_18_27,Electron,0.34,0.03,0.14,0.0,0.48,0.0
3089,2022_07_23_19_18_27,Electron,0.35,0.0,0.23,0.04,0.38,0.0
3090,2022_07_23_19_18_28,Electron,0.48,0.02,0.2,0.0,0.27,0.03
3091,2022_07_23_19_18_28,Electron,0.47,0.0,0.24,0.0,0.27,0.02
3092,2022_07_23_19_18_29,Electron,0.68,0.0,0.1,0.01,0.18,0.03
3093,2022_07_23_19_18_29,Terminal,0.62,0.0,0.09,0.0,0.3,0.0
3094,2022_07_23_19_18_30,Terminal,0.37,0.0,0.22,0.01,0.36,0.03
3095,2022_07_23_19_18_30,Terminal,0.51,0.0,0.18,0.03,0.28,0.0
3096,2022_07_23_19_18_30,Electron,0.5,0.0,0.12,0.02,0.36,0.0
3097,2022_07_23_19_18_31,Electron,0.53,0.0,0.23,0.02,0.09,0.14
3098,2022_07_23_19_18_31,Electron,0.33,0.0,0.38,0.02,0.07,0.19
3099,2022_07_23_19_18_32,Electron,0.19,0.0,0.43,0.02,0.33,0.02
3100,2022_07_23_19_18_32,Electron,0.17,0.0,0.25,0.0,0.57,0.0
3101,2022_07_23_19_18_33,Electron,0.1,0.0,0.02,0.0,0.88,0.0
3102,2022_07_23_19_18_33,Electron,0.21,0.0,0.05,0.05,0.68,0.0
3103,2022_07_23_19_18_34,Electron,0.19,0.0,0.12,0.04,0.65,0.0
3104,2022_07_23_19_18_34,Electron,0.21,0.0,0.12,0.03,0.65,0.0
3105,2022_07_23_19_18_35,Electron,0.44,0.0,0.25,0.03,0.25,0.03
3106,2022_07_23_19_18_36,Electron,0.24,0.0,0.35,0.0,0.41,0.0
3107,2022_07_23_19_18_37,Electron,0.45,0.0,0.19,0.0,0.35,0.0
3108,2022_07_23_19_18_37,Electron,0.22,0.0,0.26,0.0,0.52,0.0
3109,2022_07_23_19_18_38,Electron,0.34,0.0,0.24,0.0,0.41,0.0
3110,2022_07_23_19_18_38,Electron,0.31,0.0,0.14,0.03,0.52,0.0
3111,2022_07_23_19_18_39,Electron,0.2,0.0,0.27,0.0,0.52,0.0
3112,2022_07_23_19_18_39,Electron,0.38,0.0,0.28,0.0,0.33,0.0
3113,2022_07_23_19_18_40,Electron,0.56,0.0,0.19,0.0,0.23,0.02
3114,2022_07_23_19_18_40,Electron,0.35,0.0,0.3,0.0,0.32,0.03
3115,2022_07_23_19_18_41,Electron,0.45,0.0,0.36,0.0,0.14,0.05
3116,2022_07_23_19_18_41,Electron,0.44,0.0,0.22,0.0,0.22,0.11
3117,2022_07_23_19_18_41,Electron,0.32,0.0,0.39,0.0,0.03,0.26
3118,2022_07_23_19_18_42,Electron,0.12,0.0,0.04,0.04,0.79,0.0
3119,2022_07_23_19_18_42,Terminal,0.4,0.0,0.11,0.02,0.38,0.09
3120,2022_07_23_19_18_43,Terminal,0.11,0.0,0.15,0.22,0.15,0.37
3121,2022_07_23_19_18_43,Code,0.32,0.0,0.05,0.0,0.63,0.0
3122,2022_07_23_19_18_44,Code,0.19,0.0,0.04,0.04,0.73,0.0
3123,2022_07_23_19_18_44,Code,0.2,0.0,0.1,0.0,0.65,0.05
3124,2022_07_23_19_18_45,Code,0.18,0.0,0.09,0.18,0.45,0.09
3125,2022_07_23_19_18_45,Code,0.2,0.0,0.2,0.0,0.6,0.0
3126,2022_07_23_19_18_46,Terminal,0.27,0.0,0.07,0.0,0.67,0.0
3127,2022_07_23_19_18_46,Terminal,0.16,0.0,0.03,0.0,0.81,0.0
3128,2022_07_23_19_18_47,Terminal,0.15,0.0,0.04,0.04,0.78,0.0
3129,2022_07_23_19_18_47,Terminal,0.25,0.0,0.08,0.0,0.67,0.0
3130,2022_07_23_19_18_48,Terminal,0.19,0.0,0.12,0.0,0.69,0.0
3131,2022_07_23_19_18_48,Terminal,0.28,0.0,0.12,0.06,0.53,0.0
3132,2022_07_23_19_18_51,Electron,0.12,0.0,0.21,0.01,0.63,0.03
3133,2022_07_23_19_18_51,Electron,0.3,0.0,0.12,0.0,0.57,0.0
3134,2022_07_23_19_18_52,Electron,0.32,0.0,0.16,0.05,0.47,0.0
3135,2022_07_23_19_18_52,Electron,0.14,0.0,0.14,0.0,0.71,0.0
3136,2022_07_23_19_19_04,Electron,0.21,0.0,0.09,0.0,0.67,0.03
3137,2022_07_23_19_19_05,Electron,0.25,0.0,0.32,0.0,0.42,0.02
3138,2022_07_23_19_19_05,Electron,0.43,0.0,0.22,0.0,0.28,0.05
3139,2022_07_23_19_19_06,Electron,0.35,0.0,0.22,0.0,0.42,0.01
3140,2022_07_23_19_19_06,Electron,0.48,0.04,0.08,0.01,0.39,0.0
3141,2022_07_23_19_19_07,Terminal,0.6,0.0,0.1,0.0,0.28,0.03
3142,2022_07_23_19_19_08,Terminal,0.64,0.0,0.19,0.0,0.16,0.01
3143,2022_07_23_19_19_08,Terminal,0.49,0.0,0.27,0.0,0.17,0.07
3144,2022_07_23_19_19_09,Terminal,0.61,0.0,0.2,0.0,0.17,0.01
3145,2022_07_23_19_19_09,Terminal,0.04,0.0,0.4,0.14,0.01,0.4
3146,2022_07_23_19_19_10,Terminal,0.1,0.0,0.06,0.02,0.82,0.0
3147,2022_07_23_19_19_10,Terminal,0.17,0.0,0.14,0.0,0.69,0.0
3148,2022_07_23_19_19_11,Terminal,0.28,0.0,0.07,0.03,0.62,0.0
3149,2022_07_23_19_19_11,Terminal,0.38,0.0,0.19,0.05,0.38,0.0
3150,2022_07_23_19_19_11,Terminal,0.32,0.0,0.23,0.03,0.42,0.0
3151,2022_07_23_19_19_12,Terminal,0.47,0.0,0.2,0.01,0.28,0.03
3152,2022_07_23_19_19_12,Terminal,0.45,0.02,0.18,0.02,0.32,0.02
3153,2022_07_23_19_19_13,Terminal,0.34,0.0,0.23,0.05,0.36,0.02
3154,2022_07_23_19_19_13,Terminal,0.47,0.0,0.06,0.06,0.41,0.0
3155,2022_07_23_19_19_14,Terminal,0.12,0.0,0.19,0.0,0.69,0.0
3156,2022_07_23_19_19_14,Terminal,0.41,0.0,0.11,0.03,0.46,0.0
3157,2022_07_23_19_19_15,Terminal,0.12,0.0,0.06,0.0,0.81,0.0
3158,2022_07_23_19_19_15,Terminal,0.12,0.0,0.04,0.08,0.75,0.0
3159,2022_07_23_19_19_16,Terminal,0.13,0.0,0.07,0.07,0.73,0.0
3160,2022_07_23_19_19_16,Terminal,0.12,0.0,0.06,0.12,0.71,0.0
3161,2022_07_23_19_19_17,Terminal,0.24,0.0,0.05,0.0,0.71,0.0
3162,2022_07_23_19_19_17,Terminal,0.19,0.0,0.05,0.05,0.71,0.0
3163,2022_07_23_19_19_18,Terminal,0.14,0.0,0.05,0.05,0.76,0.0
3164,2022_07_23_19_19_18,Electron,0.31,0.0,0.25,0.0,0.44,0.0
3165,2022_07_23_19_19_19,Electron,0.33,0.0,0.22,0.0,0.44,0.0
3166,2022_07_23_19_19_19,Electron,0.42,0.0,0.08,0.0,0.5,0.0
3167,2022_07_23_19_19_20,Electron,0.62,0.0,0.22,0.0,0.12,0.03
3168,2022_07_23_19_19_20,Electron,0.7,0.0,0.06,0.01,0.09,0.13
3169,2022_07_23_19_19_20,Electron,0.61,0.0,0.1,0.02,0.2,0.06
3170,2022_07_23_19_19_21,Electron,0.6,0.0,0.14,0.0,0.25,0.02
3171,2022_07_23_19_19_21,Electron,0.75,0.0,0.1,0.0,0.07,0.07
3172,2022_07_23_19_19_22,Electron,0.63,0.01,0.2,0.01,0.11,0.04
3173,2022_07_23_19_19_22,Electron,0.55,0.09,0.09,0.03,0.21,0.03
3174,2022_07_23_19_19_23,Electron,0.67,0.0,0.15,0.0,0.15,0.03
3175,2022_07_23_19_19_23,Electron,0.41,0.05,0.15,0.05,0.34,0.0
3176,2022_07_23_19_19_23,Electron,0.18,0.0,0.09,0.05,0.68,0.0
3177,2022_07_23_19_19_24,Terminal,0.17,0.0,0.04,0.04,0.74,0.0
3178,2022_07_23_19_19_25,Code,0.28,0.0,0.06,0.03,0.59,0.03
3179,2022_07_23_19_19_25,Code,0.22,0.0,0.33,0.06,0.39,0.0
3180,2022_07_23_19_19_26,Code,0.17,0.0,0.1,0.1,0.55,0.07
3181,2022_07_23_19_19_26,Code,0.13,0.0,0.07,0.47,0.33,0.01
3182,2022_07_23_19_19_27,Code,0.22,0.0,0.11,0.41,0.24,0.02
3183,2022_07_23_19_19_27,Code,0.5,0.0,0.06,0.0,0.44,0.0
3184,2022_07_23_19_19_27,Code,0.33,0.0,0.06,0.0,0.61,0.0
3185,2022_07_23_19_19_29,Code,0.13,0.0,0.2,0.07,0.27,0.33
3186,2022_07_23_19_19_30,Code,0.1,0.0,0.39,0.03,0.35,0.13
3187,2022_07_23_19_19_30,Code,0.08,0.0,0.14,0.43,0.11,0.24
3188,2022_07_23_19_19_31,Code,0.4,0.0,0.16,0.04,0.36,0.04
3189,2022_07_23_19_19_31,Code,0.5,0.03,0.14,0.0,0.33,0.0
3190,2022_07_23_19_19_39,Code,0.39,0.0,0.27,0.0,0.31,0.03
3191,2022_07_23_19_19_42,Code,0.39,0.01,0.28,0.0,0.17,0.14
3192,2022_07_23_19_19_43,Code,0.28,0.0,0.15,0.0,0.56,0.01
3193,2022_07_23_19_19_44,Code,0.75,0.0,0.06,0.0,0.18,0.01
3194,2022_07_23_19_19_45,Code,0.68,0.0,0.09,0.0,0.23,0.01
3195,2022_07_23_19_19_45,Code,0.59,0.0,0.1,0.0,0.3,0.01
3196,2022_07_23_19_19_46,Code,0.55,0.0,0.05,0.0,0.39,0.01
3197,2022_07_23_19_19_46,Code,0.6,0.0,0.09,0.0,0.31,0.0
3198,2022_07_23_19_19_47,Code,0.56,0.0,0.19,0.0,0.24,0.01
3199,2022_07_23_19_19_47,Code,0.6,0.0,0.12,0.0,0.26,0.01
3200,2022_07_23_19_19_48,Code,0.57,0.0,0.07,0.0,0.34,0.01
3201,2022_07_23_19_19_48,Code,0.6,0.0,0.05,0.0,0.35,0.0
3202,2022_07_23_19_19_49,Code,0.53,0.0,0.07,0.0,0.38,0.01
3203,2022_07_23_19_19_49,Code,0.56,0.0,0.06,0.0,0.38,0.0
3204,2022_07_23_19_19_50,Code,0.08,0.0,0.06,0.07,0.79,0.0
3205,2022_07_23_19_19_51,Code,0.53,0.0,0.18,0.01,0.25,0.03
3206,2022_07_23_19_19_52,Code,0.38,0.0,0.28,0.02,0.24,0.07
3207,2022_07_23_19_19_52,Code,0.16,0.0,0.19,0.0,0.6,0.04
